,Type,Price(Cr),Bath(s),Area(Marla),Bedroom(s),Location,Description,Amenities: Main Features,Amenities: Rooms,Amenities: Business and Communication,Amenities: Community Features,Amenities: Healthcare Recreational,Amenities: Other Facilities,IsPrimeLoc,SolarInstalled,WaterBore,CornerHouse,luxury_type,Built in year,Parking Spaces,Floor,Lobby in Building,Elevators,Service Elevators in Building,Floor in Building,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,Community Swimming Pool,Community Gym,Swimming Pool,Sauna,Jacuzzi,Security Staff,Maintenance Staff,Facilities for Disabled,Laundry or Dry Cleaning Facility,Communal/Shared Kitchen,Storey Unit
2581,Flat,1.5,3.0,5.7,3.0,B-17,B17 FMC Domination Heights 1 Purely Residential project 1 bed Room Area 562 Sqft price 87 lac 2 Bed Room Area 954 Sqft Price 1 Crore 40 Lac Only 3 Bed Room Area 1282 Sqft Price 1 Crore 90 Lac Only Attach bathroom TV launch separate kitchen terrace left to floor underground parking all facilities available brand new building easy approach excellent location good investment good level good time *Domination* *Heights* *LOP* *approved* *Ground* *+* *15* *story* *building* *2* *Basement* *Car* *Parking,"Built in year: 2025, Parking Spaces, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 16, Floors in Building: 17, Elevators: 6, Other Main Features, Furnished","Bedrooms: 3, Bathrooms: 3, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre",Other Healthcare and Recreation Facilities,"Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled, Other Facilities",False,False,False,False,0,2025.0,1.0,16.0,1.0,6.0,,17.0,3.0,3.0,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,
2582,Flat,1.0,1.0,2.8,1.0,Gulberg,"1 BED APARTMENT FOR SALE VERY REASONABLE PRICE IN GULBERG GREEN ISLAMABAD Prime Location: ideally located just a 2-minute drive from the Islamabad Expressway. 24-Hour Security: Basement Car parking Working Elevators: Uninterrupted Power Supply: CDA Approved: approved by the Capital Development Authority (CDA) 220ft wide main boulevard Dedicated underpass access to Islamabad Expressway Gated community Underground electricity, gas and water supply Incomparable development Educational & Health Care Centres Commercial Hub Genius Infrastructure 1,2 and 3 Bed apartment available for Sale On installment","Built in year: 2022, Parking Spaces, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors in Building, Elevators, Service Elevators in Building, Other Main Features, Furnished","Bathrooms: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre",,"Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled, Other Facilities",True,False,False,False,0,2022.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,
2583,Flat,1.0,1.0,2.4,1.0,Gulberg,"One Bedroom Appartment for Sale in Diamond Mall and Residency Gulberg Greens Block-B Islamabad *Luxurious 1 Bedroom Apartment for Sale in Gulberg Greens Islamabad* *Apartment Details:* - *Location:* Gulberg Greens Black-B Islamabad - *Bedrooms:* 1 with attached bathroom - *TV Lounge:* Available - *Kitchen:* Modern and fully equipped - *Parking:* Dedicated car parking *Contact Information:* For more details, please contact:","Built in year: 2022, Parking Spaces: 1, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 3, Floors in Building: 8, Elevators: 4, Service Elevators in Building, Other Main Features","Bedrooms: 1, Bathrooms: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled, Pets Allowed, Other Facilities",False,False,False,False,0,2022.0,1.0,3.0,1.0,4.0,1.0,8.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
2593,Flat,1.35,2.0,3.1,2.0,G-11,Appartment For Sale Location G-11 EType 700Sqft 2nd Floor 2Bedroom 2Washroom 1Shower Tv lounge Store Area Kitchen Electricity Available Gas Available Resonable Price 1Crore 35lakh 53k rent value Near To Markaz,"Built in year: 2023, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features, Furnished","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2023.0,2.0,,,,,,5.0,6.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,2.0
2594,Flat,0.56,1.0,2.4,1.0,Top City 1,studio apartment for sale in top city 1 Islamabad studio washroom open kitchen attach bath 4th floor Corner Apartment elevator,"Built in year: 2024, Parking Spaces: 1, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Floor: 4, Floors in Building: 7, Elevators: 1, Service Elevators in Building, Furnished","Bedrooms: 1, Bathrooms: 1, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Sauna, Jacuzzi","Security Staff, Other Facilities",False,False,False,True,0,2024.0,1.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,
2598,Flat,2.8,2.0,7.8,2.0,F-11,F-11 Markaz Brand New 2 Bedroom Fully Renovated Apartment (Flat) Available for Sale 2Bedroom Attached Bathroom Tv Lounge Kitchen Size 1750Square Feet Elevators Installed Tuck Shop Mosque Car Parking Cctv Cameras 24/7 Security Residential Building Family Environment Safe And Secure Investment We Have Other Options Available For Sale And Rent We Deal All CDA Sectors Of Islamabad For Further Info And Options Feel Free to Contact Us,"Built in year: 2024, Parking Spaces: 1, Lobby in Building, Double Glazed Windows, Flooring, Electricity Backup, Waste Disposal, Floors in Building: 9, Elevators: 3, Service Elevators in Building","Bedrooms: 2, Bathrooms: 2, Kitchens: 1, Lounge or Sitting Room","Broadband Internet Access, Satellite or Cable TV Ready","Kids Play Area, Mosque",,"Maintenance Staff, Security Staff",False,False,False,False,0,2024.0,1.0,,1.0,3.0,1.0,9.0,2.0,2.0,,1.0,,,,,,,1.0,1.0,,,,
2599,Flat,3.15,2.0,7.1,2.0,F-11,"2Bedroom Attached Bathroom Tv Lounge Kitchen Drawing Size 1600Square Feet Elevators Installed Tuck Shop Mosque Car Parking Cctv Cameras 24/7 Security Residential Building Family Environment Safe And Secure Investment Coming Rent 155,000 We Have Other Options Available For Sale And Rent We Deal All CDA Sectors Of Islamabad For Further Info And Options Feel Free to Contact Us","Built in year: 2024, Parking Spaces, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors in Building: 8, Elevators, Service Elevators in Building, Other Main Features, Furnished","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2024.0,1.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,
2600,Flat,4.6,4.0,11.6,4.0,F-11,4Bedroom Attached Bathroom Tv Lounge Kitchen Drawing Dining Elevators Installed Tuck Shop Mosque Car Parking Cctv Cameras 24/7 Security Residential Building Family Environment Safe And Secure Investment We Have Other Options Available For Sale And Rent We Deal All CDA Sectors Of Islamabad For Further Info And Options Feel Free to Contact Us,"Built in year: 2025, Parking Spaces, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors in Building: 9, Elevators, Service Elevators in Building, Other Main Features, Furnished","Bedrooms: 3, Bathrooms: 3, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2025.0,1.0,1.0,1.0,1.0,1.0,9.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,
2616,Flat,0.95,2.0,4.8,2.0,Soan Garden,Furnished Family Flat For Sale In Soan Garden Islamabad 2 Bedroom 2 Bathroom 1 TV Long 1 Kitchen Gas Electric Water Available Near Main Gt Rod Hospital Park Water Filter Good Location 4 floor,"Built in year: 2025, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Other Main Features","Bedrooms: 3, Bathrooms: 4, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Store Rooms: 1","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","First Aid or Medical Centre, Day Care Centre, Kids Play Area, Mosque, Community Centre, Other Community Facilities",Other Healthcare and Recreation Facilities,,False,False,False,False,0,2025.0,1.0,,,,,,3.0,4.0,,1.0,1.0,,,,,,,,,,,
2618,Flat,2.1,1.0,5.6,1.0,F-11,1Bedroom Attached Bathroom Tv Lounge Kitchen Size 1250Square Feet Elevators Installed Tuck Shop Mosque Car Parking Cctv Cameras 24/7 Security Residential Building Family Environment Safe And Secure Investment Other Options Available 1Bed 2Bed 3Bed In Executive Heights Safa Heights 18West Etc We Have Other Options Available For Sale And Rent We Deal All CDA Sectors Of Islamabad For Further Info And Options Feel Free to Contact Us,"Built in year: 2011, Parking Spaces, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors in Building: 9, Elevators, Service Elevators in Building, Other Main Features","Bedrooms: 1, Bathrooms: 1, Drawing Room, Kitchens: 1, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Barbeque Area, Mosque, Community Centre",,"Security Staff, Other Facilities",False,False,False,False,0,2011.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,
2619,Flat,3.25,2.0,7.3,2.0,G-11,2Bedroom Attached Bathroom Tv Lounge Kitchen Drawing Size 1650 Square Feet Elevators Installed Store Room Tuck Shop Mosque Car Parking Cctv Cameras 24/7 Security Residential Building Family Environment Safe And Secure Investment We Have Other Options Available For Sale And Rent We Deal All CDA Sectors Of Islamabad For Further Info And Options Feel Free To Contact Us,"Built in year: 2022, Parking Spaces, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors in Building: 9, Elevators, Service Elevators in Building, Other Main Features, Furnished","Bedrooms: 2, Bathrooms: 2, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled, Pets Not Allowed, Other Facilities",False,False,False,False,0,2022.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
2620,Flat,2.8,2.0,7.8,2.0,F-11,"2 Bedroom Attached Bathroom Tv Lounge Kitchen Size 1750Square Feet Elevators Installed Tuck Shop Mosque Car Parking Cctv Cameras 24/7 Security Residential Building Family Environment Safe And Secure Investment We Have Other Options Available For Sale And Rent I specialize in real estate services in sectors G-11, F-11, F-10, and nearby areas We Deal All CDA Sectors Of Islamabad For Further Info And Options Feel Free to Contact Us","Built in year: 2011, Parking Spaces, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors in Building: 9, Elevators, Service Elevators in Building, Other Main Features","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Kitchens, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities",Other Healthcare and Recreation Facilities,"Security Staff, Other Facilities",False,False,False,False,0,2011.0,1.0,1.0,1.0,1.0,1.0,9.0,2.0,2.0,1.0,0.0,,,,,,,1.0,,,,,
2622,Flat,8.4,3.0,8.7,3.0,F-10,"Uk Property Advisors and offer a very beautifully built house on very prime location facing the majestic Margalla hills for /sale in Islamabad 3 bedrooms with attached washrooms, 1 kitchens, T. V lounges, Drawing room, Dining room, Beautiful lawn and terrace, Servant rooms, Multiple car parkings, Installed air conditioners, central heating system Water bore. We have multiple options available for sale and rent in sectors F-6, F-7, F-8, E-7, G-6(3) F-10, F-11. For further details please contact us.","Built in year: 2025, Parking Spaces: 1, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 4, Floors in Building: 10, Elevators: 4, Service Elevators in Building, Other Main Features","Bedrooms: 3, Bathrooms: 3, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled, Pets Not Allowed, Other Facilities",True,False,True,False,0,2025.0,1.0,4.0,1.0,4.0,1.0,10.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
2623,Flat,0.75,2.0,3.9,2.0,I-12,"Nust Face + Corner Apartment. D-Type (870 Sqft). All Dues Clear Apartment. Investment Opportunity. Direct Owner Meeting. Documents Available. Note: All Kinds of Flats and Plots available in I-12, Islamabad. Please contact at your Convenience.","Built in year: 2025, Parking Spaces, Lobby in Building, Flooring, Floor, Floors in Building: 9, Elevators: 2","Bedrooms: 2, Bathrooms: 2, Dining Room, Kitchens: 1, Store Rooms: 1",Other Business and Communication Facilities,"Community Lawn or Garden, Community Gym, Kids Play Area, Mosque",Other Healthcare and Recreation Facilities,"Maintenance Staff, Security Staff, Other Facilities",False,False,False,True,1,2025.0,1.0,1.0,1.0,2.0,,9.0,2.0,2.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,
2626,Flat,0.5,2.0,3.2,2.0,I-12,"V-Block 6th Floor. All Dues Clear Flat. E-Type (710 Sqft). Investment Opportunity. Direct Owner Meeting. Documents Available. Note: All Kinds of Flats and Plots available in I-12, Islamabad. Please contact at your Convenience.","Built in year: 2025, Parking Spaces, Lobby in Building, Double Glazed Windows, Flooring, Electricity Backup, Waste Disposal, Floor: 6, Floors in Building: 9, Elevators: 2","Bedrooms: 2, Bathrooms: 2, Drawing Room, Dining Room, Kitchens: 1, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Other Business and Communication Facilities","Community Lawn or Garden, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque",Other Healthcare and Recreation Facilities,"Maintenance Staff, Security Staff, Other Facilities",False,False,False,False,0,2025.0,1.0,6.0,1.0,2.0,,9.0,2.0,2.0,,1.0,,,1.0,,,,1.0,1.0,,,,
2627,Flat,0.57,2.0,3.9,2.0,I-12,"All Dues Clear Flat. Margalla Face. D-Type (870 Sqft). Investment Opportunity. Direct Owner Meeting. Documents Available. Note: All Kinds of Flats and Plots available in I-12, Islamabad. Please contact at your Convenience.","Built in year: 2025, Parking Spaces, Lobby in Building, Flooring, Electricity Backup, Floor: 7, Floors in Building: 9, Elevators: 2","Bedrooms: 2, Bathrooms: 2, Dining Room, Kitchens: 1, Store Rooms: 1, Lounge or Sitting Room",Other Business and Communication Facilities,"Community Lawn or Garden, Community Gym, Kids Play Area, Mosque",Other Healthcare and Recreation Facilities,"Maintenance Staff, Security Staff",False,False,False,False,1,2025.0,1.0,7.0,1.0,2.0,,9.0,2.0,2.0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,
2628,Flat,0.58,2.0,3.2,2.0,I-12,"Corner Flat+ Nust Face. E-Type (710 Sqft). All Dues Clear. Investment Opportunity. Direct Owner Meeting. Documents Available. Note: All Kinds of Flats and Plots available in I-12, Islamabad. Please contact at your Convenience.","Built in year: 2025, Parking Spaces, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 2, Floors in Building: 9, Elevators: 2, Service Elevators in Building, Other Main Features, Furnished","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled",False,False,False,True,0,2025.0,1.0,2.0,1.0,2.0,1.0,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
2629,Flat,0.6,2.0,3.2,2.0,I-12,"Margalla Face + Corner Flat. E-Type (710 Sqft). All Dues Clear Flat Investment Opportunity. Direct Owner Meeting. Documents Available. Note: All Kinds of Flats and Plots available in I-12, Islamabad. Please contact at your Convenience.","Built in year: 2025, Parking Spaces, Lobby in Building, Flooring, Electricity Backup, Floor, Floors in Building: 9, Elevators: 2","Bedrooms: 2, Bathrooms: 2, Drawing Room, Dining Room, Kitchens: 1, Lounge or Sitting Room",Other Business and Communication Facilities,"Community Lawn or Garden, Community Gym, Kids Play Area, Mosque",Other Healthcare and Recreation Facilities,"Maintenance Staff, Security Staff, Other Facilities",False,False,False,True,1,2025.0,1.0,1.0,1.0,2.0,,9.0,2.0,2.0,,1.0,,,1.0,,,,1.0,1.0,,,,
2630,Flat,0.62,2.0,3.2,2.0,I-12,"All Dues CLear Flat. Last Installment Paid in December 2025. Park Face + Corner Flat. E-Type (710 Sqft). Investment Opportunity. Direct Owner Meeting. Documents Available. Note: All Kinds of Flats and Plots available in I-12, Islamabad. Please contact at your Convenience.","Built in year: 2025, Parking Spaces, Lobby in Building, Flooring, Electricity Backup, Floor: 5, Floors in Building: 9, Elevators: 2","Bedrooms: 2, Bathrooms: 2, Dining Room, Kitchens: 1","Broadband Internet Access, Other Business and Communication Facilities","Community Lawn or Garden, Community Gym, Kids Play Area, Mosque",Other Healthcare and Recreation Facilities,"Maintenance Staff, Security Staff, Pets Not Allowed, Other Facilities",False,False,False,True,1,2025.0,1.0,5.0,1.0,2.0,,9.0,2.0,2.0,,1.0,,,1.0,,,,1.0,1.0,,,,
2647,Flat,0.7,2.0,3.9,2.0,I-12,"Top Location Apartment. D-Type (870 Sqft). All Dues Clear Apartment. Investment Opportunity. Direct Owner Meeting. Documents Available. Note: All Kinds of Flats and Plots available in I-12, Islamabad. Please contact at your Convenience.","Built in year: 2025, Parking Spaces, Lobby in Building, Double Glazed Windows, Flooring, Electricity Backup, Waste Disposal, Floor: 1, Floors in Building: 9, Elevators: 2, Other Main Features","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Powder Room, Store Rooms: 1, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre",Other Healthcare and Recreation Facilities,"Maintenance Staff, Security Staff, Other Facilities",False,False,False,False,0,2025.0,1.0,1.0,1.0,2.0,,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,
2648,Flat,0.65,2.0,3.9,2.0,I-12,"Margalla Face Flat. D-Type (870 Sqft). All Dues Clear. Investment Opportunity. Direct Owner Meeting. Documents Available. Note: All Kinds of Flats and Plots available in I-12, Islamabad. Please contact at your Convenience.","Built in year: 2025, Parking Spaces, Lobby in Building, Double Glazed Windows, Flooring, Electricity Backup, Waste Disposal, Floor: 3, Floors in Building: 9, Other Main Features","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Powder Room, Store Rooms: 1","Broadband Internet Access, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre",Other Healthcare and Recreation Facilities,"Maintenance Staff, Security Staff, Other Facilities",False,False,False,False,0,2025.0,1.0,3.0,1.0,,,9.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,
